freq,unit,penscheme,na_item,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MIO_NAC,S13PBX,D62_P,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D62_P,LT	: 	49 	62 	64 	73 	78 	80 	72 	75 	79 	85 	: 
A,MIO_NAC,S13PBX,D62_P,LU	: 	: 	: 	959 	: 	: 	1123 	: 	: 	1311 	: 	: 
A,MIO_NAC,S13PBX,D62_P,LV	: 	: 	: 	56 	59 	63 	68 	75 	83 	88 	: 	: 
A,MIO_NAC,S13PBX,D62_P,MT	90 	: 	: 	92 	: 	: 	105 	: 	: 	104 	: 	: 
A,MIO_NAC,S13PBX,D62_P,NL	2417 	2049 	1575 	1158 	1101 	1083 	1082 	: 	: 	1010 	: 	: 
A,MIO_NAC,S13PBX,D62_P,NO	: 	: 	: 	24560 	25457 	26305 	27457 	28715 	29470 	31151 	: 	: 
A,MIO_NAC,S13PBX,D62_P,PL	: 	: 	: 	15864 	: 	: 	16189 	: 	: 	19131 	: 	: 
A,MIO_NAC,S13PBX,D62_P,PT	: 	: 	: 	9643 	: 	: 	8903 	: 	: 	9116 	: 	: 
A,MIO_NAC,S13PBX,D62_P,RO	: 	: 	: 	: m	: 	: 	8091 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,SE	11841 	12785 	12969 	13206 	13623 	13788 	13990 	14319 	14700 	14499 	: 	: 
A,MIO_NAC,S13PBX,D62_P,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,SK	: 	: 	: 	138 	: 	: 	326 	: 	: 	388 	: 	: 
A,MIO_NAC,S13PBX,D62_P,UK	: 	: 	: 	38453 	: 	: 	42126 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,AT	: 	: 	: 	-3 	: 	: 	1607 	: 	: 	1447 	: 	: 
A,MIO_NAC,S13PBX,D8,BE	: 	: 	: 	-446 	: 	: 	-2615 	: 	: 	878 	: 	: 
A,MIO_NAC,S13PBX,D8,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,CY	: 	: 	: 	159 	: 	: 	101 	: 	: 	100 	: 	: 
A,MIO_NAC,S13PBX,D8,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,DE	43540 	: 	: 	21650 	: 	: 	22552 	: 	: 	11975 	: 	: 
A,MIO_NAC,S13PBX,D8,DK	: 	: 	: 	-7974 	: @C	: 	-7216 	: 	: 	-19164 	: 	: 
A,MIO_NAC,S13PBX,D8,EE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D8,EL	: 	: 	: 	1076 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,ES	: 	: 	: 	14604 	: 	: 	13622 	: 	: 	32605 	: 	: 
A,MIO_NAC,S13PBX,D8,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D8,FR	: 	: 	: 	4000 	: 	: 	2000 	: 	: 	5000 	: 	: 
A,MIO_NAC,S13PBX,D8,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,IE	: 	: 	: 	4700 	: 	: 	5900 	: 	: 	5900 	: 	: 
A,MIO_NAC,S13PBX,D8,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D8,LT	: 	6 	2 	4 	5 	7 	10 	13 	16 	78 	139 	: 
A,MIO_NAC,S13PBX,D8,LU	: 	: 	: 	3016 	: 	: 	378 	: 	: 	2341 	: 	: 
A,MIO_NAC,S13PBX,D8,LV	: 	: 	: 	33 	108 	130 	109 	145 	181 	184 	: 	: 
A,MIO_NAC,S13PBX,D8,MT	289 	: 	: 	130 	: 	: 	96 	: 	: 	-96 	: 	: 
A,MIO_NAC,S13PBX,D8,NL	-361 	-106 	243 	685 	0 	0 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D8,NO	: 	: 	: 	23800 	-400 	7300 	3500 	59169 	-4847 	-4630 	: 	: 
A,MIO_NAC,S13PBX,D8,PL	: 	: 	: 	153 e	: 	: 	21790 	: 	: 	31748 	: 	: 
A,MIO_NAC,S13PBX,D8,PT	: 	: 	: 	-142 	: 	: 	-5019 	: 	: 	736 	: 	: 
A,MIO_NAC,S13PBX,D8,RO	: 	: 	: 	: m	: 	: 	4912 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,SE	386 	-5506 	-11853 	-9979 	-11892 	-10772 	-10954 	-11350 	-11784 	-11632 	: 	: 
A,MIO_NAC,S13PBX,D8,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D8,SK	: 	: 	: 	802 	: 	: 	1894 	: 	: 	1076 	: 	: 
A,MIO_NAC,S13PBX,D8,UK	: 	: 	: 	21335 e	: 	: 	35140 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,BE	: 	: 	: 	355 	: 	: 	260 	: 	: 	66 	: 	: 
A,MIO_NAC,S13PBX,D81,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,DE	: 	: 	: 	0 n	: 	: 	0 n	: 	: 	0 n	: 	: 
A,MIO_NAC,S13PBX,D81,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,EE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,EL	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D81,FR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,IE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D81,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,S13PBX,D81,LU	: 	: 	: 	32 	: 	: 	133 	: 	: 	120 	: 	: 
A,MIO_NAC,S13PBX,D81,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D81,MT	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,NL	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 e	: 	: 
A,MIO_NAC,S13PBX,D81,NO	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,PT	: 	: 	: 	56 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,RO	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D81,SK	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D81,UK	: 	: 	: 	-148 	: 	: 	153 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,BE	: 	: 	: 	-3084 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,DE	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,EE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,EL	: 	: 	: 	-659 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D82,FR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,IE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D82,LT	: 	0 	0 	0 	-103 	0 	0 	0 	583 	0 	0 	: 
A,MIO_NAC,S13PBX,D82,LU	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,LV	: 	: 	: 	0 	0 	89 	5 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,MT	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,NL	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 e	: 	: 
A,MIO_NAC,S13PBX,D82,NO	: 	: 	: 	0 	0 	0 	6200 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,PL	: 	: 	: 	0 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,PT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,RO	: 	: 	: 	: 	: 	: 	43541 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D82,SK	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D82,UK	: 	: 	: 	527 	: 	: 	12451 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,AT	: 	: 	: 	211121 	: 	: 	245218 	: 	: 	276827 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,BE	: 	: 	: 	182064 	: 	: 	247888 	: 	: 	295829 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,CY	: 	: 	: 	7331 	: 	: 	9597 	: 	: 	9502 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,DE	1163780 	: 	: 	1235220 	: 	: 	1543340 	: 	: 	1649278 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,DK	: 	: 	: 	567951 	: @C	: 	621951 	: 	: 	553272 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,EE	: 	: 	: 	1544 	: 	: 	2271 	: 	: 	2921 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,EL	: 	: 	: 	119346 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,ES	: 	: 	: 	310091 	: 	: 	378320 	: 	: 	547399 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,FR	: 	: 	: 	1160000 	: 	: 	1385000 	: 	: 	1317000 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,IE	: 	: 	: 	114500 	: 	: 	149600 	: 	: 	175700 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,F63_LE,LT	: 	1614 	1616 	1620 	1946 	1953 	1963 	1976 	2575 	2653 	2792 	: 
A,MIO_NAC,S13PBX,F63_LE,LU	: 	: 	: 	32212 	: 	: 	37237 	: 	: 	43983 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,LV	: 	: 	: 	1221 	1524 	1743 	1857 	1932 	2113 	2298 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,MT	2363 	: 	: 	2503 	: 	: 	3216 	: 	: 	2773 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,NL	9941 e	7309 e	6806 e	11010 e	11010 e	10830 e	10820 e	: 	: 	8939 e	: 	: 
A,MIO_NAC,S13PBX,F63_LE,NO	: 	: 	: 	690600 	601900 	619500 	646200 	729803 	742134 	770950 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,PL	: 	: 	: 	426092 	: 	: 	509760 	: 	: 	605376 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,PT	: 	: 	: 	190912 	: 	: 	213877 	: 	: 	205619 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,RO	: 	: 	: 	: m	: 	: 	271059 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,SE	293218 d	311056 d	299203 d	289225 d	277334 d	268315 d	260112 d	253000 d	248204 d	242879 d	: 	: 
A,MIO_NAC,S13PBX,F63_LE,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,SK	: 	: 	: 	24123 	: 	: 	37080 	: 	: 	35283 	: 	: 
A,MIO_NAC,S13PBX,F63_LE,UK	: 	: 	: 	916803 	: 	: 	1179513 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,AT	: 	: 	: 	211124 	: 	: 	243611 	: 	: 	275380 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,BE	: 	: 	: 	185239 	: 	: 	250242 	: 	: 	294885 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,CY	: 	: 	: 	7173 	: 	: 	9496 	: 	: 	9402 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,DE	1114000 	: 	: 	1225580 	: 	: 	1519371 	: 	: 	1637303 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,DK	: 	: 	: 	: @C	: @C	: 	629167 	: 	: 	: @C	: 	: 
A,MIO_NAC,S13PBX,F63_LS,EE	: 	: 	: 	1462 	: 	: 	2016 	: 	: 	2758 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,EL	: 	: 	: 	118928 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,ES	: 	: 	: 	295487 	: 	: 	364698 	: 	: 	514794 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,FR	: 	: 	: 	1156000 	: 	: 	1383000 	: 	: 	1352000 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,IE	: 	: 	: 	109800 	: 	: 	143700 	: 	: 	169800 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,F63_LS,LT	: 	1608 	1614 	1616 	1620 	1946 	1953 	1963 	1976 	2575 	2653 	: 
A,MIO_NAC,S13PBX,F63_LS,LU	: 	: 	: 	29164 	: 	: 	36726 	: 	: 	41522 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,LV	: 	: 	: 	1188 	1221 	1524 	1743 	1857 	1932 	2113 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,MT	1895 	: 	: 	2527 	: 	: 	3095 	: 	: 	2969 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,NL	10111 e	9941 e	7309 e	6806 e	11010 e	11010 e	10830 e	: 	: 	10248 e	: 	: 
A,MIO_NAC,S13PBX,F63_LS,NO	: 	: 	: 	650600 	690600 	601900 	619500 	646200 	729803 	742134 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,PL	: 	: 	: 	85407 e	: 	: 	487970 	: 	: 	573628 e	: 	: 
A,MIO_NAC,S13PBX,F63_LS,PT	: 	: 	: 	190999 	: 	: 	218896 	: 	: 	204883 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,RO	: 	: 	: 	: m	: 	: 	222606 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,SE	292831 d	293218 d	311056 d	299203 d	289225 d	277334 d	268315 d	260112 d	253000 d	248204 d	: 	: 
A,MIO_NAC,S13PBX,F63_LS,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,SK	: 	: 	: 	24133 	: 	: 	33722 	: 	: 	31862 	: 	: 
A,MIO_NAC,S13PBX,F63_LS,UK	: 	: 	: 	924035 	: 	: 	1146588 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,BE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,DE	6240 	: 	: 	-12010 	: 	: 	1417 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	-12969 	: 	: 
A,MIO_NAC,S13PBX,K5,EE	: 	: 	: 	81 	: 	: 	251 	: 	: 	157 	: 	: 
A,MIO_NAC,S13PBX,K5,EL	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,K5,FR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,IE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,K5,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,S13PBX,K5,LU	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,LV	: 	: 	: 	0 	-8 	0 	0 	15 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,MT	179 	: 	: 	-154 	: 	: 	26 	: 	: 	-100 	: 	: 
A,MIO_NAC,S13PBX,K5,NL	0 	-450 	0 	0 	0 	0 	0 	: 	: 	0 e	: 	: 
A,MIO_NAC,S13PBX,K5,NO	: 	: 	: 	0 	-264300 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,PL	: 	: 	: 	340532 e	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,PT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,RO	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,K5,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K5,SK	: 	: 	: 	193 	: 	: 	-482 	: 	: 	1338 	: 	: 
A,MIO_NAC,S13PBX,K5,UK	: 	: 	: 	-9950 e	: 	: 	-14800 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,BE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,DE	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,EE	: 	: 	: 	1 	: 	: 	4 	: 	: 	5 	: 	: 
A,MIO_NAC,S13PBX,K7,EL	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,K7,FR	: 	: 	: 	0 	: 	: 	0 	: 	: 	-40000 	: 	: 
A,MIO_NAC,S13PBX,K7,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,IE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,K7,LT	: 	0 	0 	0 	425 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,S13PBX,K7,LU	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,LV	: 	: 	: 	0 	203 	0 	0 	-85 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,MT	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,NL	191 	-2076 	-746 	3519 	0 	-180 	-10 	: 	: 	-1309 e	: 	: 
A,MIO_NAC,S13PBX,K7,NO	: 	: 	: 	16200 	176000 	10300 	17000 	24434 	17178 	33446 	: 	: 
A,MIO_NAC,S13PBX,K7,PL	: 	: 	: 	0 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,PT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,K7,RO	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,K7,SE	1 e	23344 e	0 e	1 e	1 e	1753 e	2751 e	4238 e	6988 e	6307 e	: 	: 
